"","X1","X","C1","C2","Ylin1","Ylin2","Ylin3","Ylin4","Ybin1","Ybin2","Ybin3","Ybin4","Ybin5"
"204",204,1,0.952697805790137,1.27314704830988,-1.60273865749039,0.949244303418033,-1.03215328660388,-1.55406661992304,0,0,0,1,0
"205",205,0,-0.478481183943007,-2.19642891750846,0.882494942042265,-0.120395778389803,0.0250608129226267,1.00432962661159,0,0,1,1,0
"206",206,1,0.349617684307438,0.739936125096174,1.44367832267454,-0.944639593457503,-0.00940276346980163,0.955013845260622,1,0,1,0,0
"207",207,1,-0.551567731945095,-0.358219511092372,1.71673075778815,0.574884333166007,-0.712268171113967,-1.4523475799217,0,0,0,1,0
"208",208,1,-1.15973559388226,0.602995698836079,-0.379975079753061,1.13326585228475,0.400291996564108,0.386232596852983,0,1,0,1,0
"209",209,1,-0.25273244464085,-0.784717568945645,1.59129909536039,0.453523191222771,0.027570837701076,-0.17070132580863,0,0,1,1,0
"210",210,1,0.818302750542462,-0.190584134540803,0.0336109671109371,-0.209999101266293,1.46934571615935,0.268789630688445,1,0,1,1,0
"211",211,0,-0.12052417139222,-0.529363923801717,0.753403222141192,-0.505503535524362,1.33463093989971,-0.4780524464862,0,1,1,0,0
"212",212,1,1.35593154672275,-0.820378015625946,0.00416418490894144,0.565833750547037,0.0177714874673929,-0.10006318591327,1,0,0,1,0
"213",213,0,0.732951053169938,2.1676864431632,1.69631093147418,0.623694850074104,-1.04389810124238,1.50037272086751,1,0,1,1,0
"214",214,0,-0.942059022041057,1.18932083952517,0.517121351256389,1.10123238473931,0.711272659169199,-0.580544711004439,0,1,0,0,0
"215",215,0,-0.911326003956502,-0.889919848000472,0.0225919171376153,0.36210206241901,0.360120910296882,1.13891459956112,1,0,0,1,0
"216",216,0,-0.164169875070893,-0.84682828760541,-1.70032666088131,-0.496917987568372,0.869215040699669,0.839708084438866,0,0,0,1,0
"217",217,0,-0.437717674345467,-0.395592878242881,0.0163109306453547,-2.04804963872756,-0.385079472796515,-2.344002098201,1,1,1,0,0
"218",218,1,0.354169122677699,0.160029909782389,-1.10839499765323,0.723587291113228,0.147028491628526,1.62217592695691,0,1,1,0,0
"219",219,0,-2.01880123536549,-1.27798098920908,-0.294663295844112,0.793621512067634,0.963257403758244,0.540865775355375,1,1,1,1,0
"220",220,0,1.06322846562589,0.217358791677784,0.71495025442547,-2.14560211613654,0.918266525065689,-0.604007625692653,0,1,1,1,0
"221",221,1,0.0915550090279768,1.54989721451858,-0.586879524820615,0.243999042415975,1.13405318994024,-1.01961786575346,1,0,1,0,0
"222",222,1,-0.793295865494492,0.702933855809787,0.60822659354692,-1.22813286089654,-3.00439324092974,-0.0646937982346857,0,1,1,0,0
"223",223,1,0.169351820918052,1.79623877030223,0.87905552898892,1.33664930322003,2.63235859711221,0.00691389945676064,1,1,1,1,0
"224",224,1,-1.36573047090746,-0.106882796979904,1.34821750132509,-0.90076510927981,-0.0798313378519572,1.98729172681966,1,0,0,1,0
"225",225,1,-1.88356769779444,1.09620795541271,0.834529918240106,0.662765528452747,2.02074605465317,0.589441032673131,1,1,0,1,0
"226",226,0,-0.27036246838897,-0.705047413913656,-1.05988888473251,-0.683509218292349,-0.868019392060843,-0.659393611799953,0,0,0,1,0
"227",227,1,-0.29022892075451,0.596715210592904,0.358028456950409,-0.65331911786588,0.357296236889348,-0.926942212972475,1,1,0,0,0
"228",228,1,0.0754149966884532,-1.39799743599478,0.302571295846592,-0.281104645887486,0.193638916352462,0.963100267615382,1,1,0,0,0
"229",229,0,0.413370119933048,0.347028844092012,1.09653054251633,-1.01426669252017,-0.574160822405681,-0.203882973807873,0,0,0,1,0
"230",230,1,0.360388181018909,-0.186348828186559,0.944969101296385,1.18952440044751,1.1889607921777,1.10533359034853,1,1,1,0,0
"231",231,0,-0.328395422487586,0.24558285940075,-0.875966305997689,0.744165830011659,-1.65072095427903,-1.99719390326637,0,0,0,1,0
"232",232,1,0.561413597624799,-0.109878967915182,1.25620258188495,-1.04287691404552,-0.115085507633737,0.260791141378875,1,0,0,1,0
"233",233,1,0.954429496645888,0.691696882133769,1.13381298041059,-0.950854978923744,0.0294232254253515,-0.713408581701385,1,1,1,0,0
"234",234,1,0.462375506934883,0.0192260947229634,0.814324650834575,0.852476630055472,0.148915930599847,0.471792087300027,0,1,1,0,0
"235",235,1,0.951160338735508,1.1460548379764,2.64834724072269,1.61620230429158,-0.384051676408891,0.138731533599804,1,1,1,0,0
"236",236,1,-0.835251927148115,1.18410262521517,-1.94377646855073,0.0745460276956059,-0.92795966051612,0.907731787819413,1,1,1,1,1
"237",237,1,0.329164966051947,0.482307531847972,0.265934497597032,0.167784914727459,0.488721528635361,0.17571317854638,1,0,0,0,0
"238",238,1,0.660589422470905,-1.33580774266235,-1.09091952407603,-1.13961414451277,1.77739555525623,-0.2401708532156,1,1,0,1,0
"239",239,1,-0.898991053285362,1.84486578168218,1.87756296850398,-0.38117220295434,-0.963640515612235,0.0022888992337649,0,1,1,0,0
"240",240,1,0.210503784479342,2.42792098358659,-0.103320877591771,-1.31584663055484,-0.325996559317063,-0.874554602381951,0,0,0,0,0
"241",241,1,-0.815989863418479,-0.038969588935281,-0.0108981679340817,0.987889494535,-0.152115279383925,-0.420225504903065,1,1,0,0,0
"242",242,1,0.560621795968453,0.905953476897155,1.17029624172613,1.53950644938698,1.03263749320473,2.41300022259322,0,0,1,0,0
"243",243,1,-0.993001179820265,0.84304410223748,0.175683215986986,0.741755045772384,0.16610774289111,0.00950598031064171,1,1,1,0,0
"244",244,0,0.310139423280735,-0.341002073889843,-0.543844874218518,-0.422935726147986,0.23813884932973,0.402050641046891,0,1,1,0,0
"245",245,0,-0.333851440068641,-1.58738560664216,-1.84018546737149,0.200820684628984,1.48139906941301,-0.641896135488489,1,0,1,0,0
"246",246,0,-0.175313389506393,0.00883301342453897,-1.17753811061045,0.028512112793643,-1.68906853836991,0.229819410508695,0,0,0,1,0
"247",247,0,-1.04685431077406,-2.59629459537156,-0.889767773496323,-1.53566490743393,-1.090522486815,2.14616062652158,1,0,1,0,0
"248",248,1,-1.10522149223146,-0.634384611076052,1.01707459769921,-0.210676896657637,0.701312663412093,0.249028814067843,1,0,1,1,0
"249",249,0,0.504406016445992,-0.423589763714234,2.96903587467516,1.02286129783896,-0.280977938138705,-0.208887143068032,1,1,1,1,0
"250",250,1,0.861833158293362,-0.557099498825246,-0.110259753286824,0.0175271693712097,-0.396677998441513,2.15611087899556,1,1,1,1,0
"251",251,1,0.220663728798133,-0.559190338262968,-0.343105715594646,0.177628590790943,1.52874323424501,2.16939191178493,0,0,1,0,0
"252",252,1,-1.35981598025492,0.591493643482314,-0.718493574413308,-0.519916478814016,-2.11154386133155,0.678654679373666,1,0,0,0,0
"253",253,0,-1.35398797716241,-1.22036417777047,-2.50593200904909,-1.44020802938487,0.466361525775684,-0.948523671354402,0,0,1,1,0
"254",254,1,1.79470524002406,-0.445592926288329,2.30959296072498,-0.553534370882554,-0.0350272610401989,1.05621820774876,1,1,0,1,0
"255",255,0,-1.03821111059543,0.26934367957526,1.09209275541032,0.832571504255367,0.782991796313819,0.430724619788731,0,0,0,1,0
"256",256,0,-0.45170355876705,-1.17207005089302,0.145509978987297,-0.542434581707043,1.1987345746817,0.903294774712407,1,1,1,1,0
"257",257,1,-1.79650016846289,0.639674112514878,0.191618551690805,0.205872752292159,-1.22775478282266,0.533394964804986,0,0,0,0,0
"258",258,0,1.70813897297573,-0.962054832163124,-1.27082188525989,-1.22701137159787,-0.892562830770919,0.836186181388838,1,0,1,0,0
"259",259,1,-0.713958552613014,0.931417688544632,1.31598654363962,-1.27699545666819,1.84016391635925,-0.346256117124382,1,1,0,0,0
"260",260,0,1.47674302701581,-0.239805397423,0.162564702832256,-1.47948635491928,1.03975753333593,-0.044577537441888,1,0,0,0,1
"261",261,0,1.47341476219696,-0.232443424776049,-0.857595406970497,-0.0439021774913946,-1.48255065929115,-0.510559868286131,1,1,1,0,1
"262",262,1,1.54728505586509,-0.332514237048109,2.51139583839515,-0.950196660051454,-0.473983252433134,1.66400549333064,1,1,1,1,0
"263",263,0,0.918778712159488,0.118580032151802,1.34874365828082,0.0871251271230454,0.370411026890448,-0.21127166141766,1,1,1,0,0
"264",264,0,-0.696738678749967,-1.13004377472557,0.483408626548908,0.650986736070327,-0.929010863444574,-0.420312680399425,1,1,0,0,0
"265",265,0,-1.14324899357986,-0.441470968122023,-0.537338738539254,-1.18905174275517,-0.225666157090334,-0.618710586613931,1,1,1,1,0
"266",266,0,-0.146410135804544,0.381265432520327,0.97354709759212,1.34507142715502,-0.900508812897965,0.125522991126758,0,1,1,0,0
"267",267,1,1.61588425410776,-0.495898116581769,-1.92639499574736,-0.645962687524032,-2.17218255796315,-0.351546177192727,0,0,1,0,0
"268",268,0,1.02624513957698,1.22108140705378,-0.0690888998015356,0.55194321069755,0.437686082870506,-0.438709941335599,1,0,1,0,0
"269",269,1,-0.609079225350964,-0.230853885549072,0.961414697738517,1.00371963463878,-0.247861636580261,1.08531080477903,1,0,1,0,0
"270",270,0,-0.528286314057991,0.851260523276336,0.610308978993441,-0.338919203442308,0.850001654495352,0.947685621917024,0,0,0,1,0
"271",271,1,0.792876180254901,-0.90077017645392,-0.260646467472397,-0.672674493651741,0.690972968383932,-0.444712380147884,1,0,1,0,0
"272",272,1,-0.114109412306346,0.46302001932131,0.546295963842808,1.24628590175789,-0.166866669124141,1.43862874305276,1,0,0,0,0
"273",273,0,-1.76774854251331,-1.07656831185024,0.393947782178137,-0.299360335306764,-0.123813279669252,1.34073298551618,0,1,1,0,0
"274",274,1,-1.67162136953621,0.0842991565278599,-0.30068182239074,-1.76436708321334,-0.652629489798399,2.14831434491946,0,1,0,1,0
"275",275,1,-0.525551518991113,-0.215195745665648,-1.54771620080712,-1.3507744195362,0.765342698371968,0.878847481330852,0,0,0,0,0
"276",276,1,0.979214698797887,-1.07610406341112,-0.576330690800302,-2.21668594854689,-1.02221102809823,-0.952983411739135,1,0,1,1,0
"277",277,1,-0.913541088338879,1.18759430075711,-0.104459183922665,-0.735197699300679,-0.280536058802947,0.285040354368945,0,0,1,0,0
"278",278,0,1.0785106908494,-0.746795753295111,-0.747937673737836,1.1266348554542,-0.00826028573008547,-1.40789026120991,0,1,1,1,0
"279",279,0,0.707273423154861,-0.774705189706864,-0.763903563172693,-0.996522946409184,0.637358297928729,0.974358309263784,0,1,0,0,0
"280",280,0,1.19511076293922,-1.36673636918673,-0.005146307773501,0.429368053143486,-0.141165699217645,1.43289560938564,0,1,0,0,0
"281",281,1,0.154417312519829,-0.426104955008793,0.0406602807385121,1.03559405247702,0.0774351731682382,0.231498689966453,1,1,0,1,1
"282",282,0,-0.863839366790764,-0.772076753753239,0.0927936109075735,0.310452512217539,-0.222716711703259,1.09220068912927,0,1,1,1,0
"283",283,0,1.62627607246855,0.736915838063795,0.201088105493361,-0.153216515917915,0.803455367285733,-1.4371672396879,0,0,1,0,0
"284",284,1,-1.29639972605337,1.40006856301794,0.0334970570710374,-0.18590076485152,0.556784219668054,0.985683213778246,1,1,1,1,1
"285",285,0,-0.952970769918749,0.106477697114531,0.0396894951759999,0.230961211839052,-0.54740354007611,-1.02656693876397,0,1,1,1,0
"286",286,0,0.698172550453862,-0.307571751497757,0.0420239555834786,1.39125627557581,-1.09584620627655,-0.346863759414975,0,1,0,0,0
"287",287,0,0.388525351582153,0.440318115135031,-0.143707751948488,-1.3271479174592,0.883364900820581,-0.398918656017177,0,0,0,0,0
"288",288,0,-0.461979180780535,-0.608655080751124,-0.195124801120819,-0.668161400153307,-0.0360587816670208,-0.665785123014608,0,0,1,0,0
"289",289,0,0.108420618087429,0.750449759322253,-1.18718871719796,-0.492410021346024,-1.34634356555232,-1.07968402433029,0,0,1,0,0
"290",290,0,1.61842708945912,-0.605662953173097,-0.0128985224911887,0.573941815330868,0.0150426958540509,-1.24206701290084,1,0,0,1,0
"291",291,1,0.27168083271464,-0.325569591805049,-0.206743889998558,0.290510505854419,-0.554012642949676,0.250411194632892,1,0,0,1,0
"292",292,1,-1.00122836127011,-0.0976000366237279,0.939425471132378,1.66299813126393,0.58311068120626,2.16017846047201,1,1,1,0,0
"293",293,1,0.836109168986583,-0.205674055132851,2.60007115557543,0.471343736791622,0.812613246519468,-1.88974587469081,1,0,0,0,0
"294",294,1,-0.960818872341154,0.901993710468257,0.470944828862467,0.490545930425039,-0.517427244545128,0.38716019405784,1,1,1,1,0
"295",295,1,0.762112675880653,0.548102928220093,0.369575711710584,0.933908493713981,0.991418314066587,1.21782990044704,1,1,0,1,0
"296",296,1,0.993258637504352,-0.848645941685165,1.52177413960554,0.906164703060415,0.0158877813139365,1.40915891989776,1,0,1,0,1
"297",297,1,1.14351332771193,0.146346462574968,0.32231101127433,-1.06486101514747,-1.68710579848799,0.207127165535613,0,0,0,0,0
"298",298,1,0.419625749228097,2.07423574284307,-1.16757007595546,-0.417058030001648,1.51791827146864,0.0773118685189634,0,0,1,1,0
"299",299,0,0.429160098234176,1.2584449306224,-0.0882849392789486,0.654203767878834,0.066614266790926,0.517653859400895,0,0,1,0,0
"300",300,1,-0.357852865857829,-1.34889767836215,-0.485479799188965,-1.08521603409277,0.495462889766904,-0.659704606667302,1,1,1,0,0
"301",301,0,0.636258565161035,0.0796318711665035,0.127477952432847,1.42085245186215,-0.662149485605036,1.07182649469048,1,0,1,0,0
"302",302,0,-1.75763530605507,-0.861740766195248,0.0237978951453431,0.85745117827305,0.362063622871831,0.274327776845244,1,1,1,1,0
"303",303,0,-0.566864129106441,-0.248909457801669,0.663915713597233,0.389139744096046,-0.739952360326008,-0.251039337749237,0,1,1,1,0
"304",304,0,0.059381001630662,-0.628416178333848,0.231930105537761,0.0378997840890851,-2.00656459984725,-0.253740712927643,0,0,1,0,0
"305",305,0,0.261578934406843,0.304425731121555,0.204952247886439,0.349929033756582,0.0664674255452611,-0.896996825522959,0,1,1,0,0
"306",306,1,-0.107928028459117,0.734546566369151,-0.982458354431125,0.326713792883218,-0.733545019826421,-0.276715769523803,0,1,0,0,0
"307",307,1,1.09814592862944,-0.7362011422793,1.83665780001193,-0.809987334609375,1.38118982876922,1.18773021366609,1,1,1,0,0
"308",308,0,-0.068467277770302,0.225477070531373,-0.93140681681616,-2.29953399651569,0.113370358042993,0.344185402791891,0,0,1,0,0
"309",309,1,0.711557245699399,0.330682939965744,0.408519550390772,-0.00592405636780046,-0.0254588032586478,0.807911652338135,1,0,1,1,0
"310",310,0,-0.0349360460643448,-1.40354915257598,0.733826119782491,0.966996463646334,-1.144788181304,-0.916506428726508,1,1,1,0,0
"311",311,0,-0.654423988747729,-1.16016970460129,1.02776529812053,-0.892963753742351,0.107511548408708,-2.42386020233843,1,0,1,1,0
"312",312,0,-0.403414659897329,-0.239586811888618,0.912303116996086,-0.668161400153307,-2.20631194615221,0.0990343307010281,0,0,0,0,1
"313",313,1,-0.719268505956143,-1.4297115204235,-2.05144521507136,0.333395058636353,-0.0735171151351359,-1.66372447771749,0,1,0,0,0
"314",314,0,-0.38291182675426,-0.487920778013895,0.0506722674261558,0.584373991253458,0.0947512668806447,-0.0425200758650897,0,0,0,0,0
"315",315,0,-1.46324964473796,-0.219580246094003,-1.75871694094704,0.978921437659597,-0.411715246546806,-0.0425200758650897,1,0,1,1,0
"316",316,0,-0.159203842839296,1.30351804535608,1.70718924082438,-1.39787637600961,1.28815614508476,-0.524487333653587,1,1,0,0,0
"317",317,1,-0.20270626130412,-0.551845518806418,-0.957064693273156,0.57508319744764,-0.574419066474947,-0.911812810365792,0,1,1,1,0
"318",318,1,0.0969927149007744,0.421821104755891,0.755749647515862,2.03760226007475,0.233826410179726,1.45008551420667,1,1,1,1,1
"319",319,0,0.339456970167202,-0.939324310930502,1.10934946098307,-0.664398847253632,1.52505636607773,0.28924376469578,0,1,1,1,0
"320",320,0,0.0754252609824755,-1.00034826997847,1.34419192165748,1.32523212954118,0.725129869913213,-1.29654814119305,1,1,1,1,0
"321",321,1,1.93245792986824,-0.0175956466648173,1.3315295116388,1.25308972929821,-0.596661663277366,-0.676379808360639,0,1,0,0,0
"322",322,0,0.635933501285828,0.371769749253616,2.49633539955729,0.395182163462513,-1.00542407796083,1.16819339559309,1,1,1,0,0
"323",323,0,0.363678225906144,0.1646456163448,1.21380501710543,-0.756497317025923,-0.441879605160053,1.50271929169454e-05,0,0,1,1,0
"324",324,1,1.4514672493501,0.1685147577741,-1.32729802137695,1.05187639327259,0.571983340964073,0.823302303056765,1,0,1,1,0
"325",325,1,-0.702043885750651,1.52554240928357,0.882466900201523,-0.846304268378621,-0.666845391649735,-0.997728633700838,1,1,0,0,0
"326",326,1,-1.66746325666335,-1.09098899925587,1.84070762849159,0.0141796033547271,-0.189885727837264,0.233526960271008,1,1,1,0,0
"327",327,1,2.67988526965575,0.54056457692491,-0.491946658854948,1.78981705023001,1.5691194764863,0.180831637454866,0,1,0,0,0
"328",328,1,0.0393735989786123,-0.162972072575913,-0.714526353168587,1.33516428736181,-0.205008656125402,-1.03976950273604,1,1,1,0,0
"329",329,0,-0.354988900313402,1.27928274476768,-0.108869118095613,1.29060956959302,1.67324528332437,0.152168443138847,0,0,0,1,1
"330",330,1,1.25323089134823,-0.362473606288477,-0.386535312834363,0.66492589248242,0.626441361914807,0.82553289170724,0,1,1,1,0
"331",331,1,-1.97502130077189,-2.26658843222765,-0.926237301902005,-0.573545444284332,0.96557979761814,1.74733777362653,1,1,1,1,0
"332",332,0,-0.257068842842016,0.325446327711384,-1.89534981411858,-1.01688736365095,0.435247396979579,-0.412800162124226,0,0,0,1,0
"333",333,0,-0.457274784374903,-0.851158988048889,0.694097628898929,1.9869503475184,1.1473235921113,-0.0232284379850834,0,1,1,0,0
"334",334,0,0.249823167045397,0.661442840335612,-1.13259936160154,-0.896459623727214,-1.10098983701807,-1.5291787287467,0,0,1,0,0
"335",335,0,-1.14794068037242,-0.413573323358276,1.57867499930294,-1.34925293623114,0.930903359006096,0.681780289281241,1,1,0,0,0
"336",336,0,-0.166240336555068,-0.0247041178990045,-0.673400304679881,-0.459022835659229,0.308406377489416,-1.5714137421566,1,1,1,1,0
"337",337,0,-0.317494320320633,-1.12337474322964,-0.409095170697119,1.27755046723248,0.499125973788983,0.155929856906604,0,1,0,1,0
"338",338,0,1.46798403987744,0.169442184088108,-0.429175621192208,1.44730722629815,0.732707524140278,0.74287199495352,0,1,1,0,0
"339",339,1,1.14704298957704,-1.28683610677343,-0.633383986619996,-0.439229196133681,-1.09715706099636,-0.373076531392364,1,0,1,1,0
"340",340,1,-1.08941850688213,0.432165520882027,1.24938292691319,-0.589771105973158,1.52808620936517,0.165839581193944,0,1,0,0,0
"341",341,1,-0.241265392254184,-0.911807148486791,-3.38621599307806,-0.181798360695337,0.0264143044645906,-1.38754962654917,0,0,0,0,0
"342",342,1,-2.95837716531518,0.0461322209274887,-0.337554407790634,-1.85984486233219,-1.40335039429639,0.508250179209489,0,0,1,1,0
"343",343,0,-0.278886796145511,-0.40461507962528,0.178373979883721,-0.312338440175911,-1.59339807351177,0.950060726692501,0,1,0,1,0
"344",344,0,-2.38043795723676,0.145239705843332,0.958021919145843,-0.089931574035723,0.0512198499361165,-1.08333031242162,0,1,1,1,0
"345",345,0,0.742782976448366,0.688368522344809,0.493302048623036,0.333075267605091,-0.414787628843904,-0.296550936571271,1,1,1,0,0
"346",346,0,-0.967147158802701,0.407842208207824,1.09779081521366,-1.21007818908065,0.122022282387023,-0.0504160781072645,0,1,0,1,0
"347",347,1,0.32493247813717,-1.86504016151202,-0.105596094728131,0.663702973162304,0.0409661860108489,-0.714459762858,0,0,1,1,0
"348",348,0,0.21530868544845,-1.42970879695207,-0.535662318592225,1.15897314022563,-0.834973326419915,1.19954993226648,0,1,1,1,0
"349",349,0,0.322596311119738,1.48747073304715,1.17734408281355,0.0380606368953847,-1.36003413377745,-0.727830177522476,1,1,0,1,0
"350",350,1,0.499296198700977,0.26639765953001,-0.844552270193408,-1.25961307716127,0.6927169086341,0.033354795909528,0,1,1,0,0
"351",351,0,-1.641352074285,-0.102614040644299,-0.510253649356332,0.0283507020755552,-0.0643654482178645,0.578432843491009,1,1,1,0,0
"352",352,1,0.976186412693429,-0.19668681805687,2.54213040455808,-0.372976978125605,-0.356365731344599,1.41300101847345,1,1,1,0,0
"353",353,1,1.08973197227094,0.459691830798956,0.454768504698392,0.240099464166257,0.00148250390430349,-0.215523817931397,1,0,1,1,0
"354",354,0,0.66988771873044,1.54015585818539,0.941745761359104,-2.23414000314831,-0.409641742369713,0.32427580304055,0,0,1,1,0
"355",355,0,-1.05452474610675,-0.991422843880741,-0.994132225194073,-0.125347545253623,0.8440985876345,-0.261606974703086,0,1,0,0,0
"356",356,1,-0.31952404739317,0.647860030413491,-1.49731980478243,0.704821276634034,1.66817149641687,-0.604954549128641,0,0,1,0,0
"357",357,1,0.492953910169751,-1.36044923569589,-1.48513978983562,-0.141152806240292,1.22036749008719,0.97697200110641,1,1,1,1,1
"358",358,0,-0.0936718326069128,-1.87187408224308,1.7408752610413,-0.602543146043842,0.0716788440629543,1.45285626973216,0,1,0,0,0
"359",359,0,-0.581379954185694,0.0867730059899858,-0.642664977337176,-1.01409301914577,-1.74232049209591,0.558322722324846,1,0,0,1,0
"360",360,1,0.219757066730842,-1.92934776933385,-0.167418274475408,1.10155888320216,-1.29805926531145,0.396014583072695,1,0,0,0,0
"361",361,1,-0.31805154929002,0.269678294618113,0.112375234576341,-0.206414543972016,0.718589702277003,-0.021679141473708,1,1,0,0,0
"362",362,0,-0.202653689948136,-0.164693857532047,-0.962411606919188,-0.516317550705972,-0.401971314301028,-2.55446067082229,0,0,0,0,0
"363",363,1,1.09409690621742,-0.0352631552468709,-0.831590079320829,1.04750517009839,-0.00220688408572854,0.962383165705602,0,1,0,1,0
"364",364,1,-0.566080363714611,-1.34814705944577,0.167944042889504,0.446911343798393,-0.196736239104919,-0.248989720044177,1,1,0,1,0
"365",365,0,-1.17576050753579,-0.0949589140849241,-0.759727888602475,0.266493600860416,0.316631787523164,-1.4488254756349,0,0,0,0,0
"366",366,0,0.175502473678548,0.708380506131467,-1.26137096404028,-0.360746151276527,1.01219461771834,-0.209387222162435,0,0,1,1,0
"367",367,1,-0.292222125014266,0.671613987403727,1.10446981526362,0.406227133598379,0.251807009060923,-0.215523817931397,1,0,0,1,0
"368",368,1,0.750941381930193,0.321688616351606,-0.382204088346137,-1.40159653953093,-2.7018856990378,-0.260098693051647,1,1,1,1,0
"369",369,1,-0.70171630918991,0.601242597135177,-0.619858047363445,1.40520939057972,-1.02195166242354,-0.266415307162966,0,1,1,1,1
"370",370,1,1.49200724441288,-1.13594593408594,0.998185584973658,-1.46044879495548,-0.164790814167295,-0.0722458296694941,0,0,1,1,0
"371",371,0,0.156787725308749,-0.0704688316442636,0.551973984544916,0.0967062020416848,-0.628401799172053,0.396397715132886,1,0,0,0,0
"372",372,0,0.280997902395826,0.389780398661407,0.68539302955435,-2.48411307042565,-0.77379341631231,-0.712737874873119,0,0,0,1,0
"373",373,1,-0.229924955879639,1.51625829857471,-0.473647165224134,0.326936405867849,-0.0122383027782828,0.495915839952867,0,1,0,1,0
"374",374,1,-1.68484685321365,1.02264458474285,1.2793982541978,-1.97630163024746,-1.39866699093937,-0.575132926447004,1,0,1,0,0
"375",375,1,0.746712027364281,-1.05508778296346,-1.27848304604232,1.12549497446006,1.68431567874986,-0.914204721926292,0,0,0,1,0
"376",376,1,-0.939691236130565,0.563703943006742,-0.169322243088342,-0.230811224394352,0.515353936878225,0.696255190985865,1,0,0,0,0
"377",377,1,-1.03517113397018,-0.038969588935281,-2.35991646900039,-0.465837881540636,2.00549446693748,0.713306548082241,0,0,0,0,0
"378",378,0,1.33738045475549,-1.13380706288101,-0.572524972268211,-0.0219559689630915,-1.53101681033813,-0.787341233376908,0,1,1,0,0
"379",379,1,0.80435177912517,-0.211480037750479,-1.26453481905826,-0.857112119567658,-0.14887752457782,-0.435552545734985,0,0,0,1,0
"380",380,0,-1.03598720840546,-0.248100308231875,-2.28977274339222,-1.03979220161801,-1.7610599932498,-0.905635820502164,1,0,0,0,0
"381",381,0,0.233488392228016,0.108596953396745,0.271748287095972,0.250265618777026,0.256949292502995,-0.0285488743885911,0,0,0,1,0
"382",382,0,-0.469202498581518,0.480912898873704,0.375559514848335,-0.743431609312997,1.55479752486801,-0.792096005976238,0,1,1,1,0
"383",383,0,-1.95606611978613,-0.279506732872483,-0.314704155175606,-0.829973331746507,0.723840322570261,-1.50437908784462,1,0,1,0,0
"384",384,1,0.170486186714174,-0.617256130231747,-0.0943901275210014,0.174500916290728,-1.34532379037841,-1.81068650488514,0,0,0,0,0
"385",385,0,-0.201387084629699,0.208283200133441,0.165845845948899,0.764045854055061,0.281043164912957,-0.073756078755998,0,1,1,1,0
"386",386,1,-0.128802008953071,-0.150525041172762,-0.929406142888927,1.1710397620286,-1.34820250492635,2.67609050772539,0,0,0,0,0
"387",387,0,-0.593785958518473,0.674120001095146,-0.389657137882574,-0.768667856612749,0.281493574391607,-1.70568987417416,0,0,0,0,0
"388",388,1,0.0985971376456356,0.304924448158231,-0.877176044475734,1.06664911686427,0.827000147327095,-2.18198239611297,0,1,1,0,0
"389",389,0,0.214057320263661,1.18683075842926,0.830902814417801,0.342189127315653,0.003414656942348,1.28934514034726,1,0,1,1,0
"390",390,0,-0.57772675379447,1.33166196567194,-1.96007433810503,-0.2091448672518,-1.0862284057493,0.132975230383729,1,0,0,0,0
"391",391,1,0.662441399528691,0.953792575600127,-0.490022329501361,-1.18082350371088,-0.409648451600846,0.821172295030456,1,1,1,1,0
"392",392,0,-0.282058377693848,0.813901670348978,0.50390345416789,-0.309502313193479,-0.315256837256082,1.51348202528989,1,0,1,1,0
"393",393,0,-0.465514742103746,0.049838692520111,-1.53453996810927,1.15012076541906,-0.636722385984872,-1.75092614578914,1,1,0,0,0
"394",394,0,-0.613432232955352,-1.09778526817795,-0.877970277232814,0.214661685007032,0.873427099627737,-2.00592776521354,0,0,0,0,0
"395",395,0,1.86829633571574,-0.869289468983216,-0.235345744567209,2.0747924257832,-0.779713157778045,0.361334074447101,0,1,1,1,0
"396",396,1,-0.259737973825227,0.65331595868518,0.409119071693794,0.272543952929623,-1.69316183328174,1.3724468658416,1,1,0,1,0
"397",397,1,0.834736769819524,1.76419834153325,-0.26913539005818,0.172448601722267,1.0436971306231,-2.18999339159238,0,0,0,0,0
"398",398,1,-1.63097291845212,-1.09715152013353,0.211739458145539,-0.832958633332658,-1.31775554666542,-1.60345655973228,1,1,1,0,0
"399",399,0,0.073432463792345,-1.44455851231628,0.719155924707202,-0.676602926459884,-1.05429199675164,0.510205954367975,1,1,1,0,0
"400",400,0,-1.30497930792989,-0.220357546734532,-0.583666643940657,1.71890029109469,1.45681077696891,-0.524521204719581,1,0,1,0,0
"401",401,0,0.152674261425891,-0.737585364187518,-0.700545517361671,0.367327796767837,1.132451069646,0.814047430064881,0,1,0,1,0
"402",402,1,0.0329135817322883,-0.171237852459685,1.09909497283507,0.737243801688541,-0.378135266558378,-0.0580390973263791,0,1,1,1,0
"403",403,0,-1.52965088697589,0.078521381266636,0.102188264697682,-0.264758700806528,0.786665289858209,0.861133999454486,1,0,0,1,0
"404",404,0,-0.806839227783903,-1.3338094654985,-1.59351215421427,1.65512391324151,0.433065955581039,-0.335918621041838,0,0,0,1,0
"405",405,1,-0.366924253898695,1.22598532108085,1.41461164853891,-0.962189462033525,1.33807058253585,1.38711147998991,1,1,1,1,0
"406",406,1,1.34398960162796,1.61567674880533,-0.983678387774963,-0.912153373895591,0.0726223980226168,-0.980944780978756,0,0,1,1,0
